mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
1770BDD3XPvAibaEXe+k18jMdjuJ+woLInA1OPZG,8.21,8.21,26
53ED37FFXPvAibaEXe+k18jMdjuJ+7l1P9CbNkGj,5.45,6.64,23
52F800E1XPvAibaEXe+k18jMdjuJ+xZpPQJ5Hrjy,8.33,8.33,16
D58247BAXPvAibaEXe+k18jMdjuJ+/kBA7GPjDuj,5.58,6.98,10
B926064DXPvAibaEXe+k18jMdjuJ+9wbyB8nh7Gb,7.28,7.28,22
1737B842XPvAibaEXe+k18jMdjuJ+1jTOSczVQ41,7.06,7.06,24
BDAA39F7XPvAibaEXe+k18jMdjuJ+2lwg741YZW8,7.96,7.96,26
784D475BXPvAibaEXe/TXaccBrry5FdnUHrvDsVP,8.04,8.04,22
A7001135XPvAibaEXe+k18jMdjuJ+8Fzijuu4U5W,7.03,7.77,26
263DF28FXPvAibaEXe+k18jMdjuJ+xUsNOCKDfAE,7.85,7.85,22
4AA0E0ADXPvAibaEXe+k18jMdjuJ+3FU6N4FLTc5,7.77,7.77,30
32500961XPvAibaEXe/TXaccBrry5HNPcPB74ssp,5.08,6.84,9
59683F09XPvAibaEXe/TXaccBrry5CLY/+SOEtc2,7.62,8,20
7370BE8AXPvAibaEXe/TXaccBrry5Avr7A5fGDrt,6.74,6.74,30
4F728051XPvAibaEXe/TXaccBrry5D2CBQ/5jwww,7.2,7.2,26
0E864196XPvAibaEXe/TXaccBrry5M/HUlF0GCk4,5.97,6.36,18
7B7A6686XPvAibaEXe/TXaccBrry5FjCcTPgYbT8,7.56,7.56,30
660CB26BXPvAibaEXe/TXaccBrry5Ai9/hQyDb3R,5.36,5.98,12
2DF488D4XPvAibaEXe/TXaccBrry5Ed8KNJa+3e7,7.38,7.38,26
96E404E6XPvAibaEXe8MftquFE22LPVwcQfSoZxX,7.73,7.73,16
FA986F74XPvAibaEXe/TXaccBrry5OakZ4nLc6Tt,6.58,7.33,24
9E728941XPvAibaEXe8Xr3ULxehOvujXJA3m0TXa,8.12,8.12,22
0E5F9C96XPvAibaEXe8Xr3ULxehOvhFHLFDWlE0d,7.85,7.85,17
B686D0D1XPvAibaEXe8Xr3ULxehOvhltUrqkc4L0,6.12,6.8,19
6C223CD5XPvAibaEXe8Xr3ULxehOvjWmqaw8VRIQ,8.36,8.36,22
F3C23329XPvAibaEXe8Xr3ULxehOvvAyHp7uPCKF,7.53,7.53,26
375C92E2XPvAibaEXe9j/EZgTdvJAWnbfSZJ4zio,6.43,7.15,15
92AC57C0XPvAibaEXe9j/EZgTdvJATpinlip5o87,6.03,6.47,26
1442E189XPvAibaEXe9j/EZgTdvJATNABkZG+M2R,5.19,5.97,18
7E8DE9FEXPvAibaEXe9j/EZgTdvJAQsFrL6lLHct,7.18,7.47,20
2A6B1556XPvAibaEXe9j/EZgTdvJATIe3Ooh3WXB,5.43,6.41,24
85609EBEXPvAibaEXe9j/EZgTdvJAWuLsUbsWwBN,8.4,8.4,26
7507F299XPvAibaEXe9j/EZgTdvJAaNJmX90UdRz,6.13,6.47,27
AF57940AXPvAibaEXe9j/EZgTdvJAXfc7I0+pY+m,6.91,6.91,18
0A3B818FXPvAibaEXe9j/EZgTdvJAQi3jR++jnNF,7.7,7.7,26
4B4C8415XPvAibaEXe9j/EZgTdvJAR8xO6rr8OcF,4.74,7.25,6
29A71BC6XPvAibaEXe8wi3NwxliF6w7MVQzkoYtk,7.75,8.05,28
0259620BXPvAibaEXe8qdDDDT8MR9ERf8n5O1hdo,8.54,8.54,30
24A87458XPvAibaEXe8qdDDDT8MR9NMxiVgao6n6,7.38,7.38,18
E241736FXPvAibaEXe9TCu1KOAAoOXE9jVHgoD+k,7.24,7.24,17
1256B3B1XPvAibaEXe9TCu1KOAAoOWqGC6Sw2LI0,7.78,7.78,22
0C1B143BXPvAibaEXe+UswxXBNJT7K1qyuN+MTS9,6.57,6.57,24
944BA7F0XPvAibaEXe9E3DsowCq00mHtHLpkvf3G,6.69,6.69,30
8D45BEA3XPvAibaEXe9TCu1KOAAoOcwpd/XK/N4H,4.79,6.2,9
65AAAFA0XPvAibaEXe9TCu1KOAAoOTySpbuusDBG,8.3,8.3,14
8082062FXPvAibaEXe+81QPULVxrINR0Ad4dB+D5,7.33,7.33,30
2256AB94XPvAibaEXe+81QPULVxrIL5pZN1q20s7,8.26,8.26,26
9C588D5AXPvAibaEXe+81QPULVxrIIskobTbWrBk,8.79,8.79,26
886D2350XPvAibaEXe+81QPULVxrIINPZ6f/sY9x,7.1,7.1,26
544E0032XPvAibaEXe+81QPULVxrIJl5Kf5WNDG5,7.08,7.08,26
9369FF4FXPvAibaEXe+81QPULVxrIFwLesj9VTxp,6.4,6.83,14
87813A38XPvAibaEXe+81QPULVxrIMjwWimRJaXt,8.09,8.09,26
AC5771AEXPvAibaEXe+81QPULVxrILmZ9a7/udk8,8.34,8.99,26
DC516E0BXPvAibaEXe+bm6JbdOAYBaxVvSXjN66w,8.31,8.31,32
368ACF2CXPvAibaEXe+bm6JbdOAYBR2kjlUalNKM,7.9,7.9,22
58DEAF0BXPvAibaEXe+bm6JbdOAYBb4p1RBDX3rK,5.06,5.97,23
834F8587XPvAibaEXe+bm6JbdOAYBUl9NuoJdN9W,6.63,6.63,30
E7BC7EC2XPvAibaEXe+bm6JbdOAYBdNeAI2Ug/Mw,8.32,8.32,18
0489E473XPvAibaEXe+bm6JbdOAYBaxMVH+56wco,6.91,7.54,26
F5758564XPvAibaEXe+bm6JbdOAYBe6wv8vQZoqj,7.07,7.07,10
39D26884XPvAibaEXe+bm6JbdOAYBUcgG/7Tl/v7,6.97,8,22
60333535XPvAibaEXe/vJ4lnIq5UF0/Mape5EHP0,5.5,5.66,23
866B33F6XPvAibaEXe/vJ4lnIq5UF09O+/FPx3cw,8.73,8.73,30
A8F59BC7XPvAibaEXe/vJ4lnIq5UF1PKM8au/M7F,5.16,6.48,8
E6CF650EXPvAibaEXe/vJ4lnIq5UF9RegzsqkaEj,7.79,7.79,26
0D67D2C5XPvAibaEXe/vJ4lnIq5UF8G85bqhJzJu,7.13,7.5,28
BC237940XPvAibaEXe/vJ4lnIq5UF8N5Jd/MRYD8,7.91,7.91,30
8C74F8D4XPvAibaEXe/vJ4lnIq5UF7HnXaZNF2pO,6.66,7.81,22
25222C52XPvAibaEXe/vJ4lnIq5UFwu1/jdAGoY2,7.4,7.4,20
5E477E42XPvAibaEXe9TCu1KOAAoOY2jYXwUV1El,7.89,7.89,30
6A4F3B30XPvAibaEXe9TCu1KOAAoOQvNt1hqNiDo,6.27,6.27,30
340D0B57XPvAibaEXe9TCu1KOAAoOVgeHhHYcE2Q,8.28,8.28,30
15837AC4XPvAibaEXe9TCu1KOAAoOTUl6a77/8nS,7.97,7.97,30
71E9D857XPvAibaEXe9TCu1KOAAoOc/nnDW472Zf,8.03,8.03,30
385FE3FFXPvAibaEXe9E3DsowCq00rQENahVkQdH,7.46,7.46,30
400615AAXPvAibaEXe9E3DsowCq00m2D2GMxUdkX,7.28,7.28,26
661825D8XPvAibaEXe9E3DsowCq00s3FsHJBxeOF,6.96,7.81,20
24C560E9XPvAibaEXe8qdDDDT8MR9GU3nEUnosWT,6.74,6.74,16
1A76889FXPvAibaEXe8qdDDDT8MR9FdJBO1yIBmP,7.96,7.96,26
7FF71CD0XPvAibaEXe8qdDDDT8MR9F+A3Viazo/K,8.55,8.55,28
CDA47FC7XPvAibaEXe8qdDDDT8MR9POHuyvw1Gtl,5.43,6.49,24
6800271FXPvAibaEXe8qdDDDT8MR9Jhf032OC/MR,6.3,6.3,24
042E4A1EXPvAibaEXe8qdDDDT8MR9B47o0UK//IE,8.01,8.01,30
4D0108D3XPvAibaEXe+UswxXBNJT7PyZlo1OZ7Xy,9.01,9.01,17
E988CE32XPvAibaEXe+UswxXBNJT7KCApFxGX+Yp,9.06,9.06,30
FB099BCEXPvAibaEXe+UswxXBNJT7Fd5B6C/3Jrv,7.06,7.79,26
A23843E3XPvAibaEXe+UswxXBNJT7EPxdPMqwSFp,5.39,6.35,22
0F4750EAXPvAibaEXe+UswxXBNJT7N5eBqXjvHXm,8.33,8.33,22
3A50D29EXPvAibaEXe+rUETgz3ZSLNW9hqCectAx,8.11,8.11,30
F7DD60BDXPvAibaEXe+rUETgz3ZSLMRGRvPkwreO,7.53,7.53,26
7B7723E6XPvAibaEXe+rUETgz3ZSLAXHgAv6y6sP,8.21,8.21,26
1795990DXPvAibaEXe+rUETgz3ZSLI3KRg1x/U01,8.12,8.71,24
F77A4DC3XPvAibaEXe+rUETgz3ZSLFr7a2t+HgAJ,8.49,8.49,24
7EB5E28FXPvAibaEXe+rUETgz3ZSLCtwVhNYJxcI,6.96,7.2,20
ABC6B56CXPvAibaEXe+rUETgz3ZSLKv/6f6rVHX7,7.63,7.63,18
40240887XPvAibaEXe+rUETgz3ZSLOOnGgeIrISL,6.45,6.45,26
10C006B3XPvAibaEXe+rUETgz3ZSLFErDaiXAvFi,6.74,6.74,30
55192829XPvAibaEXe+rUETgz3ZSLOjgbpa47JNU,3.21,6.43,10
9F4494B1XPvAibaEXe8dabSrXaw70wnPugIj0vVQ,7.91,7.91,22
60C36054XPvAibaEXe8dabSrXaw707x6A/lGd/Yv,4.93,6.07,21
CC3F7530XPvAibaEXe8dabSrXaw707pYzbPZfGQ1,8.18,8.18,17
97E1B020XPvAibaEXe8dabSrXaw709qYbEZysiOV,6.19,7.65,8
92C7F799XPvAibaEXe8dabSrXaw709IknjErByzK,8.08,8.08,18
C5DCDCE3XPvAibaEXe8dabSrXaw70wKnWIMnvdoa,7.21,7.78,24
FDD96E03XPvAibaEXe8dabSrXaw705686tB0R3jy,7.51,7.51,28
FE24CFC5XPvAibaEXe8dabSrXaw7002TvD+rIN17,5.42,6.23,24
E5638E96XPvAibaEXe8dabSrXaw70wpY4f/dGoen,7.17,7.17,10
91D40C2AXPvAibaEXe86je89hYftA9v5upztwR05,5.82,6.51,26
1DDCCD17XPvAibaEXe86je89hYftA2bVQaqGN/i4,7.37,7.37,22
C283311AXPvAibaEXe8dabSrXaw702alWFdut345,6.96,6.96,26
28488E3DXPvAibaEXe86je89hYftA7W7ZyHFdRQg,7.12,7.12,22
7F716949XPvAibaEXe86je89hYftAxzDvesYqM2O,7.65,7.65,26
C43388CAXPvAibaEXe86je89hYftA8lkZGndSV5G,5.19,5.3,22
6560B7AEXPvAibaEXe86je89hYftA66v36Ce8snb,8.97,8.97,30
BA881414XPvAibaEXe9E3DsowCq00h0/5nbGvUhs,8.22,8.22,22
503BA170XPvAibaEXe86je89hYftA416wkQubYVb,7.88,7.88,22
20278361XPvAibaEXe86je89hYftA1u9XufYXK7S,6.48,7.48,21
4BFE5F4EXPvAibaEXe86je89hYftAz5hdBDYf3gN,8.16,8.16,30
42892CA2XPvAibaEXe86je89hYftA8S1C/hts9j0,8.09,8.09,18
DE976C4CXPvAibaEXe9E3DsowCq00l4OJi7jNNLS,8.03,8.03,26
89634471XPvAibaEXe9E3DsowCq00sCSX/e6eQiZ,6.09,6.09,17
72977B42XPvAibaEXe9E3DsowCq00keLrFFum/ZD,7.14,7.14,30
8AD2763BXPvAibaEXe8MftquFE22LL4pMeiiwohw,7.65,7.65,17
0E34F2B0XPvAibaEXe8MftquFE22LAKgJ0eSrbDG,7.61,7.61,22
3470269FXPvAibaEXe8MftquFE22LNn/gMWVtd/L,6.85,6.85,28
E43C19DBXPvAibaEXe8MftquFE22LMWe34M2xAUe,7.1,7.1,22
F6B7D4E1XPvAibaEXe8MftquFE22LDvcEB4qmI1R,1.14,0,12
105A8490XPvAibaEXe8MftquFE22LH3LTBaqzbuj,5.81,7.39,22
E7A16CC8XPvAibaEXe8MftquFE22LEi+blUndFQ9,8.66,8.66,30
DF5DC002XPvAibaEXe8MftquFE22LIGRDnTBm0Qf,7.57,7.57,26
4C02EABAXPvAibaEXe8MftquFE22LCinCOGAsxie,8.09,8.09,17
8C04D4ACXPvAibaEXe8G8K07ebOXRxckhhE/9v0x,9.15,9.15,30
408D2154XPvAibaEXe8G8K07ebOXRyAKf7IAnN+Y,9.48,9.48,16
C5691B94XPvAibaEXe8G8K07ebOXR7YsYe/5gJ9F,4.85,6.54,15
CB2DC867XPvAibaEXe8G8K07ebOXR0P2BUFRONv6,7.24,7.63,20
D88A002BXPvAibaEXe8G8K07ebOXR87cLc+3tiNI,8.04,8.78,12
E83406A3XPvAibaEXe8G8K07ebOXR/NPwa5DIHJ2,5.57,7.31,21
608E3E9EXPvAibaEXe8G8K07ebOXR8qOHMMguu71,6.45,6.45,26
8DC121AAXPvAibaEXe8G8K07ebOXRyXJfLSACCS6,8.51,8.51,32
9C7AC051XPvAibaEXe8G8K07ebOXR6Iv6alxNwSG,8.53,8.53,28
C3014044XPvAibaEXe/kLXGQZojyiUag2miwNoRN,4.54,6.09,20
D3E7C279XPvAibaEXe/m+AXN6aUPq2fQeHomeX7I,8.9,8.9,16
117150AEXPvAibaEXe8G8K07ebOXR4yi/f6xpPmL,8.67,8.67,30
59A7653CXPvAibaEXe/kLXGQZojyiYoiW5MVF/k2,3.45,8.16,5
01D07381XPvAibaEXe/kLXGQZojyiX0YyjBfm3xz,6.87,6.87,24
8C765EA1XPvAibaEXe/kLXGQZojyiYs7fiprnk3e,7.05,7.05,28
DC7AF485XPvAibaEXe/kLXGQZojyiVRI5/iYvAQG,7.01,7.01,14
3484F506XPvAibaEXe/kLXGQZojyiW0LATmvv36U,7.78,7.78,26
003204ABXPvAibaEXe9xdgWKUYIYQz3YBlrS4yLi,4.93,6.2,20
BB378A55XPvAibaEXe9xdgWKUYIYQzPBGBzO0VF9,7.06,7.06,30
04D811CEXPvAibaEXe+hiNwRJR1W0Lg007zCYQ6a,3.94,5.63,19
CDED6E28XPvAibaEXe+hiNwRJR1W0KqcO7gR/zbi,5.92,7.15,13
011C8C36XPvAibaEXe+hiNwRJR1W0NNfQIPrrkvA,7.68,7.68,17
92BC2D1FXPvAibaEXe+hiNwRJR1W0OZo5I4D301J,8.19,8.19,30
9495C83AXPvAibaEXe+hiNwRJR1W0N76Hb9fA9xk,7.57,7.57,30
47BB2B26XPvAibaEXe+hiNwRJR1W0O7UI2eMHcOw,8.33,8.33,26
374774E4XPvAibaEXe9xdgWKUYIYQ/BW5qj9ru21,7.26,7.26,30
CE33C597XPvAibaEXe9xdgWKUYIYQ6vRrnPQ+NJn,8.16,8.16,24
BA63C06FXPvAibaEXe9xdgWKUYIYQ8hJlPH80Xdz,7.52,7.52,22
51A3F764XPvAibaEXe/kLXGQZojyiRV/O0nAJ3lY,7.32,7.32,26
D39871FCXPvAibaEXe8nEx8QMBo7a/sJ3rUJWmtY,7,7,30
CCE1F3D3XPvAibaEXe8nEx8QMBo7awmP6HjtDy8Z,8.06,8.06,30
FEACEB12XPvAibaEXe8nEx8QMBo7a8IDN7YQ4U16,7.67,8.66,18
BB47C143XPvAibaEXe8nEx8QMBo7a3pcYZPGthPn,7.74,7.74,30
DF5FABF8XPvAibaEXe/kLXGQZojyiQ+NEOluE3Vs,9.31,9.31,28
80538D2DXPvAibaEXe/kLXGQZojyiYwuEFFRCxPi,6.66,7.47,26
5FD5EB07XPvAibaEXe/kLXGQZojyiYUQrSIDYMAx,8.3,8.3,22
B40BC12EXPvAibaEXe8dcQMOtCkcr7vsE/sf2HyU,5.32,6.61,20
110B11A9XPvAibaEXe8dcQMOtCkcr93xMSoiR3CT,7.41,8.54,22
4AFE67D8XPvAibaEXe8dcQMOtCkcrw39rms9aDba,8.03,8.03,26
D7B8F8E9XPvAibaEXe8dcQMOtCkcr0Y44cI9iwcr,8.05,8.05,26
CC73C9A8XPvAibaEXe8dcQMOtCkcr4diXEsZ+EpY,7.66,7.66,18
DC3AE258XPvAibaEXe8dcQMOtCkcr5gktRUgV1Dx,6.12,6.58,26
0ED99317XPvAibaEXe8dcQMOtCkcrzQbBXvAEBrX,6.27,6.68,26
B61F87CEXPvAibaEXe8dcQMOtCkcryraQnPjxr9g,5.21,6.68,16
A0133A13XPvAibaEXe9xdgWKUYIYQyctoH2+2WCV,8.59,8.59,26
ED173245XPvAibaEXe8dcQMOtCkcr0hUZ1aqFVUg,5.66,6.09,26
745272D1XPvAibaEXe9xdgWKUYIYQ2IhiTXwQ+Py,6.56,6.56,26
3913004AXPvAibaEXe9xdgWKUYIYQx++tUjR5aNE,5.43,6.64,22
44146718XPvAibaEXe/Q7zjLwRla4S6r/oV6K2Ly,6.05,6.34,19
1249FF82XPvAibaEXe/Q7zjLwRla4aIkzNcKhije,7.85,7.85,17
163A1FA8XPvAibaEXe+WF/1YOkCORxlmTfHBZaKv,6.78,6.78,26
910A3E2CXPvAibaEXe9szjaFDisFuzSq+l7KhAsM,8.3,8.3,26
70286E9FXPvAibaEXe96noPaC32f1BXIFSqYERTp,8.42,8.42,17
6D209478XPvAibaEXe96noPaC32f1BpVHhP6bk1x,7.08,7.08,16
12ACD5B3XPvAibaEXe96noPaC32f1Hl87pvIJifn,7.38,7.38,28
5066F0ACXPvAibaEXe96noPaC32f1Pyf6lBJNpWN,7.49,7.94,14
EC340CC6XPvAibaEXe9szjaFDisFu2EpbR8rkyr8,7.48,7.48,30
D5E4682AXPvAibaEXe9szjaFDisFuyvs7gz8fSmN,9,9,28
78DEB45EXPvAibaEXe9szjaFDisFu9ywXqm4n8yo,7.8,7.8,26
36697219XPvAibaEXe9szjaFDisFu/UXc0hUpN/s,6.15,7.15,18
A5D235FFXPvAibaEXe9szjaFDisFu3T/38xOVQax,7.82,7.82,30
8AC01978XPvAibaEXe9szjaFDisFu+LkONdnUpv7,6.52,7.49,16
F4B85470XPvAibaEXe96noPaC32f1CrmGsxxSTJ1,7.86,7.86,26
7025EA82XPvAibaEXe96noPaC32f1J3XMnSLC6DM,7.86,7.86,18
2DB5D10EXPvAibaEXe96noPaC32f1CRLMTJS+MOg,8.33,8.33,26
BF755209XPvAibaEXe96noPaC32f1CTAWG+dQq77,2.09,8,13
22DEE063XPvAibaEXe96noPaC32f1NuFbmdo6wL3,7.49,7.49,28
A831E40FXPvAibaEXe96noPaC32f1F9dQLoDEQj8,7.79,7.79,30
791B19C0XPvAibaEXe+FYkCG3tK4giOmMfPDA8/k,7.08,7.08,18
9DBC8689XPvAibaEXe+FYkCG3tK4gpeMV9XiNHwN,8.01,8.01,30
5062C50AXPvAibaEXe+FYkCG3tK4gtTGODKREv6L,7.35,7.35,28
55131880XPvAibaEXe+FYkCG3tK4gl4galjnfaN8,6.63,6.63,18
94050B1FXPvAibaEXe+FYkCG3tK4gtxtMl/uRyc9,9.37,9.37,17
DF80B0DAXPvAibaEXe+FYkCG3tK4ggbz9bZWA7vC,7.38,7.38,30
BBB69264XPvAibaEXe+FYkCG3tK4grhgMKGMCybb,7.34,7.34,30
53382090XPvAibaEXe+FYkCG3tK4ggAO8B4maiVa,7.78,7.78,30
23D03DD3XPvAibaEXe+FYkCG3tK4gtmBZfhoE+dw,6.79,6.79,30
9BBFC47CXPvAibaEXe+FYkCG3tK4gvBOY4K1zYJN,8.01,8.01,30
06A3BFA1XPvAibaEXe+8+5uQAPsgDRbGbfPDmTJa,8.51,8.51,28
8569A15BXPvAibaEXe+8+5uQAPsgDQj6sTdCfM76,6.27,6.27,30
B45C0393XPvAibaEXe+8+5uQAPsgDVosp22UpfXX,7.8,7.8,22
41B6A94EXPvAibaEXe+8+5uQAPsgDZMc+i31w8Vc,8.24,8.24,24
60B2C5C1XPvAibaEXe+8+5uQAPsgDfOlY5CcSaKn,6.99,6.99,30
F3E80EBCXPvAibaEXe+8+5uQAPsgDSOALZYGatts,6.41,6.79,26
74E2FEBFXPvAibaEXe+8+5uQAPsgDd+wL3MN4wg0,7.61,8.45,13
774F6000XPvAibaEXe+8+5uQAPsgDc5HtE2tMaaA,7.66,7.66,30
2CA61C50XPvAibaEXe+8+5uQAPsgDX1yNlqcm/n4,5.91,5.91,26
5D4D8F54XPvAibaEXe+WF/1YOkCORwDq9nVw+O+m,7.84,8.24,28
994A4E4BXPvAibaEXe+WF/1YOkCOR2izYAarBBA3,8.47,8.47,17
D465EC68XPvAibaEXe+8+5uQAPsgDTDOp8CQLmB3,8.24,8.24,17
287CF456XPvAibaEXe/Q7zjLwRla4f7Wy79fCgp+,7.64,7.64,22
5AC8A0E4XPvAibaEXe+hiNwRJR1W0JtvwGDF0Gvf,8.11,8.11,30
A0AE5900XPvAibaEXe9xdgWKUYIYQwYUkYMnOj5k,8.19,8.69,14
CAD891D7XPvAibaEXe+WF/1YOkCOR2OClEQuvgDx,7.65,7.65,24
275E3684XPvAibaEXe+WF/1YOkCOR5E5qnXGkKH5,5.39,7.33,18
FF2B06B7XPvAibaEXe+WF/1YOkCOR383mQ6bFLae,7.5,7.5,26
81750A62XPvAibaEXe+WF/1YOkCORx+QpjjF/VEm,8.8,8.8,22
CC54D41CXPvAibaEXe+WF/1YOkCORziPR+aOfMV4,8.65,8.65,26
4F4C2A3BXPvAibaEXe+WF/1YOkCOR5KIjim7QSjY,6.47,6.47,26
6A52AF9FXPvAibaEXe8nEx8QMBo7a70AbuQKbop6,6.76,6.76,26
DC63AE9FXPvAibaEXe+WF/1YOkCORx8P4K8sdie6,7.11,7.11,26
F6F2D8B9XPvAibaEXe/8P85x4v1gdX+vqnPVVlfZ,6.47,6.86,28
826064FDXPvAibaEXe/8P85x4v1gdcxXbjvB/1vT,8.78,8.78,28
1325D1AFXPvAibaEXe/8P85x4v1gdZAg58F5+GmA,8.08,8.08,30
ECDC9638XPvAibaEXe/8P85x4v1gdUHWNHBRHRjd,8.41,8.41,30
994C3A4EXPvAibaEXe/8P85x4v1gde6xs3KOeFtc,7.89,7.89,28
446F6492XPvAibaEXe/8P85x4v1gdQfzeJ1K1O6P,8.96,8.96,14
168BBAACXPvAibaEXe/8P85x4v1gdT7dolibi4Bq,8.94,8.94,28
9DB69E62XPvAibaEXe/8P85x4v1gdWVtG3remLj1,1.76,0,4
7B26FE49XPvAibaEXe/8P85x4v1gdWwTOqTuV26s,7.21,7.21,16
9862F48DXPvAibaEXe/8P85x4v1gdZPSIh7bR4ya,7.78,7.78,30
F18C96B5XPvAibaEXe/eNiQpIuvEfPMnw/aQy4gG,7.97,8.35,28
515843C0XPvAibaEXe/eNiQpIuvEfGE4nU1ClCTy,7.71,7.71,30
E170C048XPvAibaEXe/eNiQpIuvEfCfw1mImou1+,8.74,8.74,26
3806D3F3XPvAibaEXe/eNiQpIuvEfPmxtNKyGLIZ,7.35,7.35,18
FB27717FXPvAibaEXe/eNiQpIuvEfPXNmdHUQWav,8.27,8.27,22
580E1CECXPvAibaEXe/eNiQpIuvEfHGjziLyN0ym,8.18,8.18,30
F06AEAB5XPvAibaEXe/eNiQpIuvEfOn9pIp5WRxN,6.27,6.52,24
4AC41E71XPvAibaEXe/eNiQpIuvEfPxgLhmDDwos,7.29,7.97,22
7486E9D4XPvAibaEXe/eNiQpIuvEfBqrmrrlIlPi,7.94,7.94,24
B158354DXPvAibaEXe/eNiQpIuvEfFPioRPIOQWo,7.02,7.02,28
1CD021C4XPvAibaEXe8nEx8QMBo7a0HB5cw43b7y,8.6,8.6,26
F4482D43XPvAibaEXe8nEx8QMBo7a8Re2D6xoD3O,8.62,8.62,30
5EBB1DC8XPvAibaEXe8nEx8QMBo7axwTe7ChW7Oq,7.99,7.99,17
13A9C836XPvAibaEXe8nEx8QMBo7a0oISevMuG6H,7.35,7.35,18
275BCF55XPvAibaEXe8nEx8QMBo7azHgWWT5uSYL,7.47,7.47,26
A842DC81XPvAibaEXe/Q7zjLwRla4boN4leInlTw,8.53,8.53,28
F2137D94XPvAibaEXe+hiNwRJR1W0Ig5j7Hguro7,5.39,6.26,12
830B82E7XPvAibaEXe+hiNwRJR1W0LTalWf3rkO+,7.4,7.4,22
13A4A115XPvAibaEXe9szjaFDisFu/1sOeiMNza6,9.37,9.37,30
7B01A9BCXPvAibaEXe9szjaFDisFu7gd2RnJ1Myd,6.13,6.47,15
2812D48EXPvAibaEXe9szjaFDisFu4zCpakZ7QC8,7.53,7.53,30
F7637304XPvAibaEXe9vsqiPWJvEGkp6U9W1F3+d,5.18,6.46,11
83FB93EEXPvAibaEXe/Q7zjLwRla4eIznYDoPIrJ,7.13,7.13,28
4E18CE0DXPvAibaEXe/Q7zjLwRla4UszhtGXxoQa,6.71,6.71,26
C13D5A9AXPvAibaEXe9am9qwJiGf+ER3BS0xKKBV,8.18,8.18,22
35A95F6BXPvAibaEXe/Q7zjLwRla4TXYsjgFJFDp,5.72,6.64,23
62AC06E7XPvAibaEXe9am9qwJiGf+JYDOzp0d40f,5.87,7.3,20
BEA80E91XPvAibaEXe9am9qwJiGf+FWHy2i+P9hu,7.55,7.92,24
9C322598XPvAibaEXe/P3U+Uvm5VgRTb2yx1Wy22,6.81,7.36,26
F4A32DD0XPvAibaEXe/P3U+Uvm5VgTZhee/rWqnY,8.51,8.51,26
340380CCXPvAibaEXe/GR6pNbDQikx8CrYIlqToa,6.28,6.56,12
C1F7D808XPvAibaEXe/GR6pNbDQik86yXbq+6d+0,8.52,8.52,28
7FE9C261XPvAibaEXe/m+AXN6aUPq7pv/ZskVIXG,6.88,7.74,22
6E5F0BFCXPvAibaEXe9vsqiPWJvEGtBteBrhkzjG,7.98,7.98,30
158F0091XPvAibaEXe9vsqiPWJvEGttuj1aO0HNY,8.04,8.04,30
6A7E6D7FXPvAibaEXe9FnVpSOr4iOxZB5YXZx1Y/,7.13,7.13,28
56B4B04AXPvAibaEXe9vsqiPWJvEGonUy72Wmggm,5.03,5.64,7
65D4F277XPvAibaEXe9vsqiPWJvEGiyDPK/1jpEZ,8.12,8.12,30
94056084XPvAibaEXe9vsqiPWJvEGtZAD950shvi,5.29,7.69,9
D888E6CAXPvAibaEXe9vsqiPWJvEGii7LNrZcTv/,6.41,6.79,26
20775F0BXPvAibaEXe9vsqiPWJvEGqbt7/q+dk17,6.09,8,14
900E0270XPvAibaEXe9FnVpSOr4iO6SpRfdDXLyq,6.34,6.95,26
ED3D4C4DXPvAibaEXe9FnVpSOr4iO6EB67nuEj5F,8.69,8.69,28
56275D86XPvAibaEXe9FnVpSOr4iO6/vpsbAfffi,7.55,7.55,10
BC3A74FDXPvAibaEXe9FnVpSOr4iO/+bfrm/CTBi,7.95,7.95,22
9AFC9CFFXPvAibaEXe9FnVpSOr4iOxzvQge3jfoL,8.61,8.61,17
24766B4DXPvAibaEXe9FnVpSOr4iOzbfz+xq96m2,7.21,7.61,24
479040F1XPvAibaEXe9FnVpSOr4iO9nK3fmWqdOO,5.81,6.45,15
9B12EC68XPvAibaEXe9FnVpSOr4iO2EYKWbeIBnT,6.72,7.36,24
43E7D0E3XPvAibaEXe9zribmicFSmZCjmX/OA9od,8.47,8.47,26
604C8820XPvAibaEXe9zribmicFSmSSXqccnwC+K,6.71,6.71,18
B0035BA2XPvAibaEXe9zribmicFSmVYJ9J1J3hXx,6.49,6.49,26
A7FEC422XPvAibaEXe9zribmicFSmXeh9v6cvYm+,7.27,7.27,30
DB58B715XPvAibaEXe9zribmicFSmTQkmCrSTdUA,5.98,6.21,16
AADA97FDXPvAibaEXe9zribmicFSmUvRVIK3RAaY,7.53,7.53,30
F2F69C5EXPvAibaEXe9zribmicFSmedjwXGqA8dg,7.57,7.57,32
02DBEB66XPvAibaEXe9zribmicFSmUzcsEb5VOez,4.64,6.15,12
59E695E0XPvAibaEXe9zribmicFSme3ePSwCR+qv,7.75,7.75,28
5FDBD457XPvAibaEXe9zribmicFSmUCx0+m2xaAO,6.81,6.81,26
819A9024XPvAibaEXe88h1TS/CM+Bj98mEqABy2W,8.18,8.18,18
7A067BC1XPvAibaEXe88h1TS/CM+Bj/PYont9tAg,6.99,7.69,12
