mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
D6527C3BXPvAibaEXe9eYPx3anXXhH8it6AZlLzp,15,17.0,23.0,23.0,18.0,22.0,23.0,13.0,17.0,7.0,3.0,10.0,6.0,,,,,,,,,
D6560712XPvAibaEXe8NuU/kWJtACtlXP0UETj01,21,19.0,3.0,23.0,,,,,,,,,,,,,,,,,,
D65EC4A2XPvAibaEXe/MFNByxh05b9Afh/nBE41A,16,20.0,16.0,23.0,17.0,14.0,10.0,12.0,,,,,,,,,,,,,,
D6606202XPvAibaEXe/4dGCOm2CBGof+JBKQq40T,16,19.0,21.0,,,,,,,,,,,,,,,,,,,
D67A343AXPvAibaEXe9KDPR79yT+xCJNEtDZlLMn,15,21.0,20.0,20.0,15.0,17.0,18.0,12.0,,,,,,,,,,,,,,
D67D27A4XPvAibaEXe815EPCWwbvwe1487FaOvMA,17,22.0,24.0,24.0,16.0,16.0,8.0,,,,,,,,,,,,,,,
D67DE68CXPvAibaEXe9ElaXLEceHDkrc4EnXzdYz,18,20.0,23.0,,,,,,,,,,,,,,,,,,,
D686C696XPvAibaEXe+pfrKEojyOy8pajbnBAgNH,17,22.0,24.0,17.0,15.0,16.0,20.0,10.0,,,,,,,,,,,,,,
D69E934BXPvAibaEXe+PafmwoJdlRbZdzGloO+cZ,9,,,,,,,,,,,,,,,,,,,,,
D6A21559XPvAibaEXe9F2tx/ToPx3LiesgheIR+R,13,21.0,24.0,20.0,15.0,19.0,17.0,16.0,13.0,,,,,,,,,,,,,
D6A91BB3XPvAibaEXe88UewilValgNB25t04T45/,17,19.0,20.0,18.0,17.0,15.0,20.0,22.0,19.0,9.0,3.0,16.0,5.0,3.0,4.0,,,,,,,
D6B1D021XPvAibaEXe8pd25OrRS+bXqdz8jUTEuf,17,21.0,23.0,16.0,8.0,16.0,20.0,4.0,23.0,20.0,23.0,15.0,11.0,10.0,,,,,,,,
D6B46D15XPvAibaEXe/Nok7qdNjJRgSNpIR21GKe,17,20.0,3.0,23.0,18.0,3.0,25.0,20.0,7.0,23.0,20.0,4.0,17.0,,,,,,,,,
D6B9B223XPvAibaEXe/X5qOvA9deFYAh2XNjLXb3,19,19.0,19.0,20.0,16.0,20.0,16.0,,,,,,,,,,,,,,,
D6CA403FXPvAibaEXe9WGATIMl02LG50pTmVL/bW,12,13.0,6.0,23.0,16.0,17.0,21.0,13.0,9.0,17.0,,,,,,,,,,,,
D6CBA8B9XPvAibaEXe9w3p4OJXtSaL9uuW+eShrr,16,23.0,11.0,21.0,15.0,24.0,23.0,20.0,2.0,,,,,,,,,,,,,
D6D157E8XPvAibaEXe88UewilValgL0yb29Hy2of,17,23.0,28.0,22.0,4.0,11.0,19.0,15.0,14.0,13.0,,,,,,,,,,,,
D6D19AE6XPvAibaEXe9S9CArGKR2K6xpgvzAi+Ah,14,19.0,19.0,20.0,18.0,,,,,,,,,,,,,,,,,
D6D3F154XPvAibaEXe+vuDGG5hNDvxUVKKEgeY6a,13,18.0,19.0,8.0,19.0,24.0,12.0,,,,,,,,,,,,,,,
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,19,19.0,24.0,19.0,14.0,15.0,20.0,17.0,17.0,3.0,3.0,3.0,,,,,,,,,,
D6DA2754XPvAibaEXe9tdh69VvZt14BfENMelpA0,17,24.0,20.0,16.0,17.0,16.0,3.0,,,,,,,,,,,,,,,
D6E9FF8EXPvAibaEXe9Qn7CFN++B7x9ny4GZ2680,20,22.0,22.0,19.0,18.0,18.0,15.0,13.0,,,,,,,,,,,,,,
D6EC50FBXPvAibaEXe8K9VKm2afHLbphXNTsojae,12,13.0,6.0,18.0,20.0,17.0,24.0,13.0,6.0,15.0,7.0,0.0,,,,,,,,,,
D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,20,19.0,7.0,21.0,20.0,4.0,24.0,25.0,22.0,,,,,,,,,,,,,
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,17,19.0,24.0,19.0,15.0,16.0,14.0,14.0,10.0,,,,,,,,,,,,,
D6F61567XPvAibaEXe+Hr3DoUa42WRMAfB9rut/K,21,19.0,16.0,,,,,,,,,,,,,,,,,,,
D6F8D120XPvAibaEXe8jwcgah0IjmlZkieUL7FU5,11,9.0,8.0,14.0,2.0,13.0,16.0,,,,,,,,,,,,,,,
D6FB2161XPvAibaEXe8NoNh54Mn6M9V+6Pt1xCYu,17,21.0,24.0,18.0,15.0,23.0,19.0,18.0,6.0,,,,,,,,,,,,,
D701D9F9XPvAibaEXe+4ETeamtJzhGohhdGDkXGG,19,22.0,18.0,20.0,16.0,18.0,11.0,,,,,,,,,,,,,,,
D706D8ECXPvAibaEXe+PmhPN+9CWczgahZuyerO1,17,18.0,21.0,18.0,4.0,21.0,21.0,14.0,11.0,4.0,13.0,3.0,,,,,,,,,,
D710CF0CXPvAibaEXe8Dk1djakWGqCdZwFj2eNnZ,14,,,,,,,,,,,,,,,,,,,,,
D7116174XPvAibaEXe/8rx8cZm8Qsfwo9J8aB+h+,19,21.0,24.0,20.0,20.0,16.0,16.0,9.0,,,,,,,,,,,,,,
D712BFCEXPvAibaEXe9MSDlNDFbYdstcpztF17Qf,17,21.0,6.0,21.0,23.0,7.0,20.0,26.0,3.0,18.0,15.0,13.0,,,,,,,,,,
D7158B5EXPvAibaEXe8SnnwrtS3HXMyHNbfbuNZa,17,19.0,24.0,21.0,18.0,23.0,23.0,12.0,3.0,,,,,,,,,,,,,
D7159A63XPvAibaEXe/A1zCqCr2ya6HguW98vplu,17,19.0,20.0,24.0,4.0,22.0,20.0,18.0,17.0,15.0,,,,,,,,,,,,
D71709ADXPvAibaEXe9NdAclo3+sV7/dStJ9kNR5,17,21.0,16.0,15.0,16.0,14.0,20.0,16.0,20.0,18.0,7.0,9.0,,,,,,,,,,
D7243CEBXPvAibaEXe8kGcWiFCcO6XTZMUMoSVW9,14,19.0,24.0,21.0,4.0,21.0,21.0,14.0,10.0,14.0,0.0,,,,,,,,,,,
D7261B6DXPvAibaEXe++7urnOIV05JUHyicRQjwt,17,17.0,,,,,,,,,,,,,,,,,,,,
D72893B0XPvAibaEXe/gedqgAoZha2kR0mF2aStC,20,21.0,21.0,,,,,,,,,,,,,,,,,,,
D72F9E09XPvAibaEXe9cMY+S62CQpVT810ShnIC7,14,14.0,15.0,,,,,,,,,,,,,,,,,,,
D73CF480XPvAibaEXe9bWhGbEs8rMBY4s9ZL5O+l,19,27.0,21.0,,,,,,,,,,,,,,,,,,,
D73F4246XPvAibaEXe8CYkXkPteanCIf2aXO6q1C,16,17.0,23.0,19.0,17.0,19.0,12.0,,,,,,,,,,,,,,,
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,17,19.0,17.0,14.0,,,,,,,,,,,,,,,,,,
D758809CXPvAibaEXe+k2gCw0RZzlczZZcWPoQbI,19,18.0,21.0,21.0,16.0,16.0,16.0,9.0,13.0,,,,,,,,,,,,,
D75B5486XPvAibaEXe/8XquPxT92g3kHnyiOzBeL,18,20.0,17.0,0.0,,,,,,,,,,,,,,,,,,
D75D56CDXPvAibaEXe9tSnfLfDeWai+prDm51LeD,13,20.0,,,,,,,,,,,,,,,,,,,,
D75F7AF3XPvAibaEXe8UkZVD+5XbrAXdMpZ3BbG7,17,21.0,21.0,22.0,14.0,16.0,12.0,0.0,,,,,,,,,,,,,,
D7601820XPvAibaEXe8yk/xNTBUkzjboTdoYJuYx,21,24.0,22.0,23.0,21.0,0.0,,,,,,,,,,,,,,,,
D766A235XPvAibaEXe//vGIJhS4ZeKmtAriHpvs4,17,19.0,,,,,,,,,,,,,,,,,,,,
D768DC92XPvAibaEXe/N50hRf+Du8RXGXyF+XbN6,13,22.0,24.0,8.0,24.0,20.0,13.0,,,,,,,,,,,,,,,
D76BAB82XPvAibaEXe+sfU1lcH9y38iOPNn1vZ72,22,18.0,23.0,19.0,18.0,19.0,17.0,8.0,10.0,,,,,,,,,,,,,
D777FCD6XPvAibaEXe+j2eszMJD4Uhh6xf83C8Sa,22,,,,,,,,,,,,,,,,,,,,,
D77B1380XPvAibaEXe+zrGHfAUSFaQpSAqeM2bzz,17,19.0,19.0,11.0,10.0,19.0,4.0,13.0,9.0,,,,,,,,,,,,,
D77BA55CXPvAibaEXe97wmuqTYuV7ZzXGRkYG5x/,17,19.0,23.0,18.0,19.0,18.0,17.0,13.0,,,,,,,,,,,,,,
D77FDEE1XPvAibaEXe+KaiYHkmXYCZ7rEmr37UsG,20,19.0,24.0,15.0,15.0,15.0,14.0,,,,,,,,,,,,,,,
D78141E5XPvAibaEXe9j81k8MH0oJ4zch8KMTSfQ,19,13.0,16.0,14.0,7.0,16.0,15.0,13.0,9.0,4.0,17.0,,,,,,,,,,,
D78C5CEAXPvAibaEXe+M8JaUhbJyefbGwLnKhrRd,17,21.0,21.0,21.0,19.0,17.0,12.0,8.0,,,,,,,,,,,,,,
D78CCA63XPvAibaEXe/M+/uAwVeHhFsvW6Nr7w4b,16,20.0,4.0,17.0,24.0,17.0,20.0,16.0,9.0,16.0,4.0,4.0,,,,,,,,,,
D78CD6FBXPvAibaEXe/Jc8h2JxO5QQiBNfEf4UUw,7,13.0,22.0,18.0,6.0,20.0,16.0,16.0,,,,,,,,,,,,,,
D78F3F57XPvAibaEXe9yiXPLSHgqUXG1Z+Jl+zMh,16,20.0,17.0,22.0,22.0,21.0,13.0,,,,,,,,,,,,,,,
D7917F17XPvAibaEXe8z3SRqW8+NfxPH+VVtOq5H,16,21.0,23.0,,,,,,,,,,,,,,,,,,,
D792B932XPvAibaEXe+Ff3P1PNDBGASYtC4Fcatv,17,13.0,16.0,14.0,,,,,,,,,,,,,,,,,,
D793CBE8XPvAibaEXe8H/9g+IEZq4Um9zODht5tl,20,,,,,,,,,,,,,,,,,,,,,
D7947438XPvAibaEXe9XrYsEpevBo8LLnPXfgpYn,17,19.0,24.0,21.0,20.0,22.0,20.0,18.0,10.0,7.0,,,,,,,,,,,,
D798FB1BXPvAibaEXe92CdOgj+Qa/RF6cGtj1Bzl,17,19.0,23.0,23.0,16.0,19.0,13.0,10.0,,,,,,,,,,,,,,
D79C44BAXPvAibaEXe8yiBl4rYjVW9g7FYj5TA7O,16,20.0,20.0,,,,,,,,,,,,,,,,,,,
D7A6B816XPvAibaEXe9Veo8epKbTmIWw8bry+I3P,16,15.0,3.0,20.0,18.0,16.0,13.0,8.0,12.0,7.0,14.0,,,,,,,,,,,
D7AFE52BXPvAibaEXe/2kECQggd90BIH1Aho72yB,22,20.0,16.0,,,,,,,,,,,,,,,,,,,
D7B4171FXPvAibaEXe/O4Y61Y5ktaM7ch79t1bg4,14,17.0,4.0,23.0,19.0,15.0,,,,,,,,,,,,,,,,
D7B7750AXPvAibaEXe8kZh0LLTdIar2tKwlaQgvW,16,16.0,20.0,4.0,,,,,,,,,,,,,,,,,,
D7B8F8E9XPvAibaEXe8dcQMOtCkcr0Y44cI9iwcr,18,,,,,,,,,,,,,,,,,,,,,
D7BA5D0BXPvAibaEXe+QrwS/gm46TctSGa50GzxN,17,19.0,16.0,19.0,24.0,18.0,14.0,,,,,,,,,,,,,,,
D7CA94CBXPvAibaEXe/1obfbwrsd5+Nef5NC1QiZ,17,15.0,24.0,21.0,26.0,20.0,17.0,14.0,13.0,,,,,,,,,,,,,
D7CB8940XPvAibaEXe9Z7etuXgcZZ2wXEeIhqaeI,22,15.0,8.0,17.0,,,,,,,,,,,,,,,,,,
D7D4C6B5XPvAibaEXe9EKl99rNpcbbF6mf41vvfg,13,3.0,,,,,,,,,,,,,,,,,,,,
D7D8F549XPvAibaEXe9WepWtjwjTBwTXOVLkbiEV,192,,,,,,,,,,,,,,,,,,,,,
D7DF9F37XPvAibaEXe9tdh69VvZt11DfSs5C1fSb,17,17.0,15.0,16.0,22.0,4.0,19.0,13.0,19.0,25.0,15.0,,,,,,,,,,,
D7E3D052XPvAibaEXe9DbnTSd1n0lhWE+3aCNAgq,19,20.0,18.0,18.0,17.0,,,,,,,,,,,,,,,,,
D7E8FD17XPvAibaEXe8qdDDDT8MR9EvhzlcuJQgY,17,,,,,,,,,,,,,,,,,,,,,
D7EA0F22XPvAibaEXe8zgH8M9OgLpzrXFHq2quVP,17,25.0,23.0,16.0,19.0,,,,,,,,,,,,,,,,,
D7F095BFXPvAibaEXe8jwcgah0IjmpyjTh4hOace,17,20.0,14.0,23.0,15.0,6.0,,,,,,,,,,,,,,,,
D7FB5497XPvAibaEXe8u6ih8pRJJpIerf7oxzNGQ,19,19.0,26.0,20.0,19.0,16.0,19.0,10.0,,,,,,,,,,,,,,
D7FF96E3XPvAibaEXe+sY5a+0mlf7d1jIRNFzRC9,9,16.0,8.0,14.0,,,,,,,,,,,,,,,,,,
D8021A05XPvAibaEXe+g4Lk2o86SJ/sccR45YPf5,15,18.0,19.0,15.0,3.0,16.0,,,,,,,,,,,,,,,,
D8075964XPvAibaEXe8TrN3vUI8MaKIsr8wmfl7M,17,20.0,25.0,19.0,17.0,19.0,16.0,9.0,13.0,,,,,,,,,,,,,
D80820A1XPvAibaEXe/5SY0P9d9+eLlBx9nL4U4E,13,20.0,7.0,21.0,18.0,23.0,21.0,4.0,21.0,21.0,19.0,22.0,,,,,,,,,,
D8082650XPvAibaEXe/CISFtEmjHAERNMLun1v2j,20,20.0,,,,,,,,,,,,,,,,,,,,
D80A840AXPvAibaEXe/lR/YYAy+70btfphwhGKg0,15,,,,,,,,,,,,,,,,,,,,,
D80B0ED4XPvAibaEXe9U/AuCAN8zZxI8PsSV1kbw,14,,,,,,,,,,,,,,,,,,,,,
D80D7C41XPvAibaEXe8nk88IAoj6G/k6zt1Q8VdN,16,20.0,17.0,,,,,,,,,,,,,,,,,,,
D80EB7DDXPvAibaEXe/J+06HIXtOogL2OoeM5/r9,14,,,,,,,,,,,,,,,,,,,,,
D8170F2DXPvAibaEXe887JOjhk2RV94SG7zqAYGW,17,22.0,21.0,21.0,26.0,24.0,14.0,14.0,,,,,,,,,,,,,,
D81B178AXPvAibaEXe86K1pOSspxilIzV2uqg2Ee,18,,,,,,,,,,,,,,,,,,,,,
D81E67FEXPvAibaEXe/l+YjqmsXVSDzCCatP0UzY,14,,,,,,,,,,,,,,,,,,,,,
D8285E03XPvAibaEXe8NM1/5chXJmnvVs/ff8UsF,17,21.0,25.0,19.0,18.0,22.0,18.0,,,,,,,,,,,,,,,
D82F0354XPvAibaEXe/57ZZLpsI5pWD5vWtpcrVc,14,15.0,15.0,7.0,19.0,18.0,16.0,,,,,,,,,,,,,,,
D831221AXPvAibaEXe/Fv9q7dZquWRypkBLOo9cR,20,18.0,21.0,19.0,18.0,16.0,7.0,,,,,,,,,,,,,,,
D83CDF34XPvAibaEXe9iov3KWPg5dV+r38ZhFHqa,13,19.0,19.0,19.0,19.0,20.0,16.0,9.0,13.0,0.0,,,,,,,,,,,,
D83EFD4FXPvAibaEXe9+3TdUbRXdLYgbcoIsFK3z,20,18.0,21.0,21.0,18.0,23.0,15.0,14.0,10.0,,,,,,,,,,,,,
D841E8AEXPvAibaEXe/GvjCS9SJu0d6AU5FHOSGo,14,,,,,,,,,,,,,,,,,,,,,
D842888FXPvAibaEXe/TkCpSS/6Lh9dKiP5QFUuk,18,19.0,20.0,18.0,,,,,,,,,,,,,,,,,,
D846F960XPvAibaEXe8srAaK3cpz/89H63syBtGy,14,17.0,19.0,20.0,18.0,,,,,,,,,,,,,,,,,
D84BCB61XPvAibaEXe9ZTltLMa5Dt1VGdp/OKXts,16,18.0,20.0,18.0,16.0,,,,,,,,,,,,,,,,,
D84D64C5XPvAibaEXe9e953jV3NnLqLiroz2mvDZ,20,19.0,20.0,18.0,22.0,22.0,16.0,,,,,,,,,,,,,,,
D851F501XPvAibaEXe/7NEQj7YafNAZb+v9daEH+,21,22.0,23.0,23.0,22.0,23.0,4.0,17.0,,,,,,,,,,,,,,
D859AB46XPvAibaEXe/a3PM8AP2NgzCjTVS86e9w,17,21.0,23.0,22.0,6.0,25.0,20.0,16.0,10.0,,,,,,,,,,,,,
D8631DA8XPvAibaEXe8JNpgMW2c4ULzeQgr5A+5Q,19,19.0,18.0,20.0,23.0,19.0,14.0,0.0,,,,,,,,,,,,,,
D8674C33XPvAibaEXe/UmsX+Yo/cn/0TvYSVnokN,15,19.0,23.0,16.0,17.0,22.0,16.0,,,,,,,,,,,,,,,
D86A31D4XPvAibaEXe9P8bN3LcyQlvA8v4Qe+pdD,14,21.0,25.0,24.0,18.0,,,,,,,,,,,,,,,,,
D86BB62EXPvAibaEXe/v5x/h23myCdVDMENwOHHV,19,15.0,15.0,20.0,16.0,24.0,23.0,20.0,10.0,,,,,,,,,,,,,
D875BEB7XPvAibaEXe9VY3GVIF2YyLzH7a0Wwt0Y,18,19.0,21.0,,,,,,,,,,,,,,,,,,,
D876B697XPvAibaEXe+nFvcMo/cK5OfOFSKYupcY,7,14.0,8.0,14.0,,,,,,,,,,,,,,,,,,
D87746CAXPvAibaEXe9ZTltLMa5DtyB+f1oKEL8E,20,20.0,20.0,16.0,18.0,,,,,,,,,,,,,,,,,
D87C4275XPvAibaEXe9iov3KWPg5dbSErq4/2nbL,17,16.0,24.0,19.0,20.0,18.0,19.0,15.0,10.0,,,,,,,,,,,,,
D888E6CAXPvAibaEXe9vsqiPWJvEGii7LNrZcTv/,22,,,,,,,,,,,,,,,,,,,,,
D88A002BXPvAibaEXe8G8K07ebOXR87cLc+3tiNI,14,,,,,,,,,,,,,,,,,,,,,
D88B815EXPvAibaEXe/TkCpSS/6Lh4ZI4YX1CEoE,14,20.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,
D897CCB9XPvAibaEXe8LH8F9PEYD5W38Sj0KTb5i,15,21.0,22.0,23.0,17.0,,,,,,,,,,,,,,,,,
D8A433FEXPvAibaEXe/9XMaU/9dsP4HOIzNsbFZq,24,23.0,23.0,19.0,17.0,20.0,3.0,15.0,13.0,,,,,,,,,,,,,
D8A59DD6XPvAibaEXe/Hpk/kOf6+1SZxlnNF1JHJ,22,16.0,13.0,15.0,,,,,,,,,,,,,,,,,,
D8AE444FXPvAibaEXe+J+IMbPBeTHB4pFmw0NHy2,15,17.0,,,,,,,,,,,,,,,,,,,,
D8B465BDXPvAibaEXe8wj1bWOnrKYRtz/y+nJUde,17,18.0,24.0,24.0,24.0,20.0,10.0,,,,,,,,,,,,,,,
D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,22,18.0,7.0,19.0,23.0,3.0,22.0,29.0,6.0,17.0,,,,,,,,,,,,
D8BF23DFXPvAibaEXe951WuXHau+H0riudOVItr/,17,24.0,23.0,15.0,14.0,,,,,,,,,,,,,,,,,
D8C09AE3XPvAibaEXe80CLygfiFTYAAKf5zXmrfn,13,19.0,21.0,16.0,7.0,4.0,,,,,,,,,,,,,,,,
D8C272ADXPvAibaEXe9Z0fDyfUkzH0VpgLMOpupb,9,17.0,10.0,21.0,19.0,16.0,13.0,8.0,12.0,7.0,10.0,,,,,,,,,,,
D8C4E3F8XPvAibaEXe+aisLvWjFIoS8T6xGE7zQz,13,3.0,,,,,,,,,,,,,,,,,,,,
D8C5E6AEXPvAibaEXe+XQbEHiLBIRcv+3+egRe9e,19,21.0,20.0,20.0,20.0,16.0,15.0,15.0,,,,,,,,,,,,,,
D8C96E7BXPvAibaEXe9gJazs/pDnMUHCv7EXAP8c,20,18.0,16.0,18.0,19.0,18.0,15.0,,,,,,,,,,,,,,,
D8CEFF81XPvAibaEXe9HrsmkhnYVNQfbcncw6FHH,20,,,,,,,,,,,,,,,,,,,,,
D8E0C681XPvAibaEXe8IsBka/KfNv0gyM2oU5k1o,13,11.0,23.0,8.0,23.0,24.0,13.0,,,,,,,,,,,,,,,
D8E39F03XPvAibaEXe88G96lR9q/HT9qRGKkXQxj,13,17.0,20.0,21.0,4.0,8.0,12.0,9.0,12.0,23.0,16.0,16.0,8.0,,,,,,,,,
D8E558C8XPvAibaEXe9fX/Gi5okg4gx63xl0xO5k,14,20.0,18.0,16.0,19.0,,,,,,,,,,,,,,,,,
D8EC2478XPvAibaEXe+55g1kTuqhA2eis2lWAxqZ,17,21.0,21.0,17.0,21.0,22.0,20.0,,,,,,,,,,,,,,,
D8ECFE89XPvAibaEXe+H/2zWj1Zkz7ta+tozGI3j,18,,,,,,,,,,,,,,,,,,,,,
D9073C34XPvAibaEXe/ZZ3qiJbrQMKK6qGS4A3ul,8,,,,,,,,,,,,,,,,,,,,,
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,19,19.0,4.0,23.0,20.0,4.0,22.0,16.0,7.0,12.0,19.0,22.0,15.0,13.0,14.0,12.0,,,,,,
D909979EXPvAibaEXe9aucNQ7/14aG8bgPx7zSHB,22,17.0,,,,,,,,,,,,,,,,,,,,
D914D716XPvAibaEXe8AohUVcWybLV9QZg96MhYd,18,23.0,20.0,,,,,,,,,,,,,,,,,,,
D91E5619XPvAibaEXe8G+DN2/i3pr/E/gR0jHz1z,19,20.0,22.0,19.0,24.0,23.0,21.0,7.0,16.0,3.0,,,,,,,,,,,,
D927835DXPvAibaEXe/FR4/Q8QxXrZPuKoK0CAk5,19,19.0,21.0,23.0,18.0,23.0,18.0,2.0,2.0,,,,,,,,,,,,,
D927C6BDXPvAibaEXe+3bWVxnzRRwODgnpt4X5dt,16,22.0,19.0,22.0,19.0,20.0,15.0,12.0,,,,,,,,,,,,,,
D92EAF87XPvAibaEXe8+PBTAPRlCY25VB5See4G0,13,15.0,4.0,18.0,18.0,7.0,11.0,12.0,6.0,18.0,20.0,4.0,23.0,12.0,15.0,11.0,3.0,,,,,
D9303362XPvAibaEXe8oT/p9f7Hpvc75IO73a7zN,16,20.0,16.0,23.0,20.0,15.0,15.0,6.0,,,,,,,,,,,,,,
D935D44EXPvAibaEXe+Ld9vP5I9+1gXwJ/3b2rj/,17,21.0,19.0,16.0,14.0,21.0,21.0,14.0,0.0,,,,,,,,,,,,,
D937E587XPvAibaEXe80vzpG0swkn7/HxEtwg03n,14,16.0,18.0,13.0,19.0,20.0,24.0,22.0,,,,,,,,,,,,,,
D93973F0XPvAibaEXe9MSDlNDFbYdv+00TzAQCSX,17,21.0,22.0,17.0,16.0,14.0,15.0,12.0,10.0,,,,,,,,,,,,,
D939EB2AXPvAibaEXe+sfYgLIH7gO3/6Lj8KC/E/,17,,,,,,,,,,,,,,,,,,,,,
D949E3AEXPvAibaEXe+0cx2y6bJA7O/QYSCdGP42,16,20.0,4.0,18.0,,,,,,,,,,,,,,,,,,
D94ED526XPvAibaEXe93UbSm/ewAMkgBnNJA6WtC,21,19.0,15.0,21.0,14.0,14.0,19.0,10.0,0.0,,,,,,,,,,,,,
D9506486XPvAibaEXe8jzQvYm0cG3WHkq/5OK7Cf,16,21.0,23.0,24.0,21.0,,,,,,,,,,,,,,,,,
D9543173XPvAibaEXe/F2mtezx5YvTK7cbs4uS71,20,,,,,,,,,,,,,,,,,,,,,
D954473FXPvAibaEXe/A4DdQ4aR8pIOK+PyqucWA,20,17.0,17.0,,,,,,,,,,,,,,,,,,,
D9565354XPvAibaEXe8p5yvHQtPESzTmX0vQwzvn,17,22.0,25.0,20.0,16.0,19.0,17.0,10.0,7.0,,,,,,,,,,,,,
D95C38EDXPvAibaEXe+Z+hvzqknjkmsIS+3eF5Kv,18,19.0,24.0,24.0,21.0,0.0,,,,,,,,,,,,,,,,
D95DCCC6XPvAibaEXe+GGliW+AfAjPVsAFjRjr1S,16,17.0,15.0,8.0,22.0,14.0,,,,,,,,,,,,,,,,
D96AD1A2XPvAibaEXe+ccR/iEG5CIiB4Czz0sbVC,14,19.0,19.0,,,,,,,,,,,,,,,,,,,
D96D5B08XPvAibaEXe+y4Ivhjp8SxknZnga0iClh,22,15.0,3.0,22.0,21.0,4.0,16.0,22.0,14.0,13.0,6.0,7.0,3.0,,,,,,,,,
D97592F5XPvAibaEXe9uJZGMSuxkgB/Opv2qDz08,15,21.0,23.0,16.0,13.0,0.0,,,,,,,,,,,,,,,,
D97D3A91XPvAibaEXe+65Is9PO18G0d0cJRrkVRA,17,21.0,20.0,26.0,22.0,22.0,18.0,12.0,4.0,10.0,4.0,,,,,,,,,,,
D97EBB07XPvAibaEXe+Cg1ybKXIqQcRvB9VkC/r9,20,16.0,17.0,18.0,4.0,23.0,16.0,24.0,20.0,18.0,,,,,,,,,,,,
D980CC25XPvAibaEXe+M91Hzrx3qMFWf7LsaUJs7,21,17.0,19.0,21.0,15.0,16.0,6.0,,,,,,,,,,,,,,,
D98DC287XPvAibaEXe+DKeI4hPUyRqaR3woGBPfU,18,16.0,19.0,,,,,,,,,,,,,,,,,,,
D99355A3XPvAibaEXe+aSLBxO6xKaAvKnAwpBa2k,19,23.0,16.0,,,,,,,,,,,,,,,,,,,
D9957387XPvAibaEXe/LNLhWI8bipSWfYwFkOrOf,12,16.0,12.0,,,,,,,,,,,,,,,,,,,
D9976F3FXPvAibaEXe/77zwxtbGI74TUy97L6hTH,22,19.0,20.0,,,,,,,,,,,,,,,,,,,
D997DE9EXPvAibaEXe++6Ju+6+XUg9YizyK036Bv,14,23.0,17.0,8.0,22.0,0.0,,,,,,,,,,,,,,,,
D9987866XPvAibaEXe+5AEinM7he3nNXvaIkjIqo,13,12.0,20.0,21.0,4.0,23.0,20.0,4.0,24.0,23.0,24.0,12.0,0.0,4.0,4.0,,,,,,,
D99A702AXPvAibaEXe/t9ok6w7D83eHVw1ZeuQP4,20,22.0,20.0,23.0,19.0,17.0,20.0,2.0,,,,,,,,,,,,,,
D99A9DE5XPvAibaEXe8UGNMJasZG8JEbdfJ7sGlX,17,19.0,19.0,21.0,19.0,18.0,13.0,12.0,,,,,,,,,,,,,,
D9A0741BXPvAibaEXe9yiXPLSHgqUZRmon/z1DQm,19,17.0,20.0,23.0,19.0,23.0,16.0,,,,,,,,,,,,,,,
D9AB8614XPvAibaEXe+DUF+563kBvdJRPJm1L3ao,17,17.0,23.0,23.0,22.0,20.0,11.0,,,,,,,,,,,,,,,
D9B14532XPvAibaEXe+rNPAzQP/2T9jfYnNQMRDs,20,19.0,20.0,17.0,20.0,,,,,,,,,,,,,,,,,
D9B39BA6XPvAibaEXe+ywvHYTnIXuOL9P7zUqeNl,18,16.0,,,,,,,,,,,,,,,,,,,,
D9B44B1CXPvAibaEXe9ASX2YKqk5Aeh+/OS8HqTX,13,17.0,23.0,23.0,4.0,18.0,21.0,15.0,13.0,9.0,,,,,,,,,,,,
D9B53F3BXPvAibaEXe+pX9RZhc1jhnwSxwIGVlLq,15,19.0,24.0,8.0,22.0,23.0,11.0,,,,,,,,,,,,,,,
D9BB3C55XPvAibaEXe9Fr9h5GPmfNSs5uQCPivMB,17,20.0,21.0,23.0,22.0,17.0,20.0,,,,,,,,,,,,,,,
D9BD3AFBXPvAibaEXe8IlpBhypyXxiZmZT/7okOU,24,21.0,22.0,14.0,14.0,19.0,16.0,18.0,10.0,,,,,,,,,,,,,
D9BE11D2XPvAibaEXe/ceziXFRXnLfMwrZ1+0wEL,16,19.0,23.0,20.0,21.0,24.0,14.0,14.0,,,,,,,,,,,,,,
D9CA0B08XPvAibaEXe8ths/mS+J4FbNixzYZG/Bt,22,,,,,,,,,,,,,,,,,,,,,
D9CFD3BBXPvAibaEXe+HFqxrB+69x2ueIXUiZUQA,16,20.0,19.0,,,,,,,,,,,,,,,,,,,
